,ch4 x=80m,ch7 x=50m,ch18 x=40m,ch10 x=30.8m,ch20 x=20m,ch23 x=5m
t(s),水位(cm),水位(cm),水位(cm),水位(cm),水位(cm),水位(cm)
84.71,-0.155,0.455,-0.783,-0.068,0.59,1.585
84.72,-0.175,0.455,-0.743,-0.108,0.54,1.595
84.73,-0.155,0.475,-0.623,-0.158,0.5,1.595
84.74,-0.165,0.465,-0.623,-0.198,0.46,1.595
84.75,-0.155,0.475,-0.613,-0.268,0.43,1.595
84.76,-0.165,0.465,-0.613,-0.348,0.4,1.585
84.77,-0.145,0.475,-0.603,-0.428,0.4,1.575
84.78,-0.165,0.465,-0.613,-0.488,0.4,1.565
84.79,-0.155,0.485,-0.603,-0.558,0.43,1.545
84.8,-0.165,0.475,-0.613,-0.628,0.48,1.535
84.81,-0.155,0.495,-0.603,-0.698,0.51,1.515
84.82,-0.165,0.475,-0.613,-0.748,0.63,1.505
84.83,-0.155,0.495,-0.613,-0.798,0.76,1.485
84.84,-0.165,0.485,-0.613,-0.838,0.82,1.475
84.85,-0.155,0.495,-0.613,-0.858,0.84,1.465
84.86,-0.165,0.485,-0.623,-0.868,0.87,1.465
84.87,-0.155,0.495,-0.613,-0.868,0.89,1.465
84.88,-0.165,0.485,-0.623,-0.868,0.92,1.455
84.89,-0.155,0.495,-0.623,-0.858,0.94,1.455
84.9,-0.165,0.475,-0.713,-0.838,0.99,1.445
84.91,-0.145,0.485,-0.753,-0.818,1.01,1.445
84.92,-0.165,0.475,-0.803,-0.788,1.06,1.445
84.93,-0.155,0.485,-0.813,-0.758,1.11,1.445
84.94,-0.165,0.465,-0.833,-0.728,1.16,1.445
84.95,-0.145,0.455,-0.863,-0.688,1.21,1.445
84.96,-0.155,0.425,-0.893,-0.658,1.23,1.435
84.97,-0.145,0.435,-0.913,-0.618,1.24,1.435
84.98,-0.165,0.395,-0.953,-0.578,1.28,1.445
84.99,-0.155,0.395,-0.973,-0.538,1.31,1.435
85,-0.165,0.365,-1.003,-0.498,1.34,1.445
85.01,-0.155,0.375,-1.013,-0.458,1.39,1.445
85.02,-0.165,0.355,-1.033,-0.438,1.44,1.445
85.03,-0.155,0.365,-1.033,-0.428,1.45,1.445
85.04,-0.165,0.355,-1.043,-0.418,1.5,1.445
85.05,-0.155,0.375,-1.033,-0.418,1.5,1.455
85.06,-0.165,0.355,-1.033,-0.428,1.43,1.455
85.07,-0.145,0.375,-1.013,-0.438,1.35,1.455
85.08,-0.165,0.375,-1.013,-0.458,1.27,1.455
85.09,-0.155,0.405,-0.993,-0.478,1.15,1.455
85.1,-0.165,0.395,-0.973,-0.498,1.02,1.465
85.11,-0.155,0.415,-0.963,-0.508,0.9,1.455
85.12,-0.165,0.395,-0.963,-0.518,0.76,1.465
85.13,-0.155,0.415,-0.923,-0.528,0.61,1.455
85.14,-0.165,0.405,-0.893,-0.528,0.51,1.445
85.15,-0.155,0.415,-0.873,-0.538,0.4,1.445
85.16,-0.175,0.395,-0.833,-0.548,0.27,1.445
85.17,-0.155,0.405,-0.803,-0.548,0.16,1.435
85.18,-0.165,0.395,-0.783,-0.558,0.09,1.425
85.19,-0.155,0.395,-0.753,-0.568,0.06,1.405
85.2,-0.165,0.375,-0.743,-0.568,0.02,1.385
85.21,-0.155,0.375,-0.743,-0.578,0.01,1.375
85.22,-0.175,0.345,-0.753,-0.578,0.03,1.355
85.23,-0.155,0.355,-0.743,-0.578,0.07,1.345
85.24,-0.165,0.325,-0.753,-0.578,0.11,1.335
85.25,-0.155,0.335,-0.753,-0.578,0.16,1.325
85.26,-0.165,0.305,-0.763,-0.568,0.22,1.315
85.27,-0.155,0.315,-0.753,-0.558,0.24,1.315
85.28,-0.165,0.295,-0.763,-0.538,0.28,1.315
85.29,-0.155,0.305,-0.763,-0.518,0.35,1.325
85.3,-0.175,0.285,-0.773,-0.488,0.41,1.335
85.31,-0.155,0.295,-0.773,-0.468,0.44,1.345
85.32,-0.165,0.275,-0.783,-0.438,0.48,1.365
85.33,-0.155,0.295,-0.773,-0.418,0.5,1.385
85.34,-0.165,0.275,-0.783,-0.388,0.51,1.405
85.35,-0.155,0.285,-0.773,-0.358,0.52,1.425
85.36,-0.165,0.275,-0.783,-0.318,0.51,1.445
85.37,-0.155,0.285,-0.773,-0.298,0.5,1.455
85.38,-0.165,0.275,-0.773,-0.268,0.51,1.475
85.39,-0.155,0.285,-0.763,-0.238,0.49,1.495
85.4,-0.165,0.275,-0.773,-0.228,0.48,1.515
85.41,-0.155,0.305,-0.763,-0.218,0.46,1.535
85.42,-0.165,0.295,-0.773,-0.208,0.44,1.545
85.43,-0.155,0.305,-0.773,-0.198,0.43,1.555
85.44,-0.165,0.295,-0.783,-0.198,0.4,1.555
85.45,-0.155,0.305,-0.783,-0.198,0.35,1.555
85.46,-0.175,0.295,-0.823,-0.198,0.26,1.545
85.47,-0.155,0.305,-0.843,-0.198,0.18,1.535
85.48,-0.165,0.285,-0.893,-0.208,0.11,1.515
85.49,-0.155,0.295,-0.913,-0.218,0.05,1.495
85.5,-0.165,0.285,-0.953,-0.228,-0.04,1.475
85.51,-0.155,0.285,-0.963,-0.238,-0.12,1.455
85.52,-0.165,0.265,-0.973,-0.248,-0.19,1.435
85.53,-0.145,0.275,-0.963,-0.248,-0.23,1.405
85.54,-0.165,0.265,-0.953,-0.238,-0.28,1.385
85.55,-0.145,0.275,-0.923,-0.228,-0.32,1.365
85.56,-0.165,0.255,-0.893,-0.218,-0.37,1.345
85.57,-0.145,0.265,-0.843,-0.188,-0.47,1.335
85.58,-0.155,0.235,-0.843,-0.158,-0.53,1.325
85.59,-0.145,0.255,-0.833,-0.138,-0.56,1.335
85.6,-0.155,0.235,-0.833,-0.118,-0.59,1.335
85.61,-0.135,0.255,-0.813,-0.108,-0.64,1.355
85.62,-0.145,0.245,-0.813,-0.098,-0.67,1.375
85.63,-0.135,0.255,-0.793,-0.088,-0.71,1.395
85.64,-0.145,0.235,-0.793,-0.078,-0.75,1.415
85.65,-0.125,0.255,-0.783,-0.088,-0.78,1.435
85.66,-0.135,0.235,-0.793,-0.098,-0.83,1.455
85.67,-0.115,0.255,-0.783,-0.118,-0.89,1.475
85.68,-0.125,0.235,-0.793,-0.128,-0.93,1.485
85.69,-0.105,0.255,-0.793,-0.138,-0.95,1.495
85.7,-0.115,0.245,-0.793,-0.148,-0.97,1.515
85.71,-0.095,0.255,-0.793,-0.168,-0.94,1.515
85.72,-0.115,0.235,-0.793,-0.188,-0.88,1.525
85.73,-0.095,0.255,-0.793,-0.208,-0.82,1.515
85.74,-0.115,0.245,-0.823,-0.228,-0.75,1.515
85.75,-0.095,0.255,-0.823,-0.268,-0.64,1.505
85.76,-0.105,0.235,-0.843,-0.308,-0.45,1.495
85.77,-0.095,0.255,-0.853,-0.348,-0.34,1.485
85.78,-0.105,0.235,-0.853,-0.388,-0.22,1.465
85.79,-0.085,0.255,-0.853,-0.418,-0.04,1.455
85.8,-0.095,0.235,-0.843,-0.438,0.22,1.445
85.81,-0.085,0.245,-0.833,-0.478,1.34,1.435
85.82,-0.095,0.225,-0.843,-0.508,1.83,1.415
85.83,-0.075,0.235,-0.833,-0.538,1.78,1.395
85.84,-0.095,0.215,-0.833,-0.568,2.03,1.375
85.85,-0.075,0.225,-0.823,-0.598,3.03,1.365
85.86,-0.085,0.205,-0.813,-0.628,3.78,1.345
85.87,-0.075,0.215,-0.783,-0.668,4.05,1.335
85.88,-0.095,0.195,-0.713,-0.688,4.28,1.325
85.89,-0.075,0.205,-0.633,-0.718,4.35,1.315
85.9,-0.095,0.195,-0.613,-0.728,4.36,1.315
85.91,-0.075,0.205,-0.583,-0.748,4.32,1.305
85.92,-0.095,0.195,-0.573,-0.748,4.13,1.315
85.93,-0.075,0.215,-0.563,-0.768,3.92,1.315
85.94,-0.095,0.205,-0.563,-0.768,3.69,1.315
85.95,-0.075,0.225,-0.553,-0.768,3.44,1.315
85.96,-0.095,0.215,-0.553,-0.768,3.27,1.325
85.97,-0.075,0.245,-0.543,-0.768,3.01,1.315
85.98,-0.085,0.255,-0.553,-0.758,2.79,1.315
85.99,-0.075,0.295,-0.543,-0.758,2.58,1.315
86,-0.085,0.295,-0.553,-0.748,2.32,1.305
86.01,-0.075,0.325,-0.553,-0.748,1.98,1.295
86.02,-0.085,0.325,-0.553,-0.738,1.62,1.285
86.03,-0.075,0.355,-0.553,-0.738,1.37,1.275
86.04,-0.095,0.345,-0.553,-0.728,1.22,1.265
86.05,-0.075,0.365,-0.553,-0.718,1.05,1.245
86.06,-0.085,0.355,-0.563,-0.708,0.82,1.235
86.07,-0.075,0.375,-0.553,-0.698,0.61,1.215
86.08,-0.085,0.355,-0.563,-0.678,0.34,1.205
86.09,-0.075,0.365,-0.553,-0.668,0.09,1.195
86.1,-0.085,0.345,-0.553,-0.638,-0.05,1.195
86.11,-0.075,0.365,-0.553,-0.618,-0.17,1.195
86.12,-0.085,0.335,-0.553,-0.598,-0.23,1.195
86.13,-0.075,0.335,-0.543,-0.568,-0.28,1.195
86.14,-0.085,0.305,-0.553,-0.548,-0.34,1.195
86.15,-0.065,0.295,-0.543,-0.528,-0.52,1.195
86.16,-0.085,0.235,-0.543,-0.518,-0.69,1.205
86.17,-0.075,0.225,-0.533,-0.518,-0.71,1.205
86.18,-0.095,0.185,-0.543,-0.518,-0.64,1.215
86.19,-0.075,0.175,-0.533,-0.518,-0.61,1.215
86.2,-0.095,0.135,-0.533,-0.518,-0.61,1.215
86.21,-0.075,0.135,-0.533,-0.528,-0.67,1.225
86.22,-0.085,0.115,-0.523,-0.528,-0.72,1.225
86.23,-0.075,0.115,-0.523,-0.538,-0.7,1.225
86.24,-0.085,0.075,-0.523,-0.558,-0.66,1.215
86.25,-0.075,0.065,-0.513,-0.568,-0.7,1.215
86.26,-0.085,0.045,-0.513,-0.588,-0.76,1.205
86.27,-0.075,0.065,-0.503,-0.618,-0.84,1.205
86.28,-0.075,0.045,-0.503,-0.638,-0.95,1.195
86.29,-0.065,0.055,-0.483,-0.668,-1.1,1.185
86.3,-0.085,0.045,-0.473,-0.698,-1.17,1.175
86.31,-0.065,0.065,-0.463,-0.728,-1.19,1.165
86.32,-0.085,0.075,-0.443,-0.738,-1.25,1.165
86.33,-0.065,0.105,-0.423,-0.758,-1.38,1.155
86.34,-0.085,0.115,-0.413,-0.758,-1.48,1.155
86.35,-0.075,0.155,-0.403,-0.768,-1.54,1.155
86.36,-0.095,0.165,-0.403,-0.768,-1.57,1.155
86.37,-0.075,0.205,-0.403,-0.758,-1.54,1.155
86.38,-0.095,0.215,-0.403,-0.758,-1.59,1.155
86.39,-0.075,0.255,-0.393,-0.758,-1.64,1.165
86.4,-0.095,0.245,-0.403,-0.758,-1.68,1.165
86.41,-0.075,0.275,-0.393,-0.768,-1.66,1.175
86.42,-0.095,0.255,-0.393,-0.768,-1.76,1.185
86.43,-0.075,0.275,-0.393,-0.778,-1.86,1.195
86.44,-0.095,0.255,-0.403,-0.768,-1.92,1.205
86.45,-0.075,0.265,-0.393,-0.768,-1.97,1.205
86.46,-0.095,0.245,-0.403,-0.758,-2,1.215
86.47,-0.075,0.245,-0.403,-0.748,-2.08,1.225
86.48,-0.095,0.215,-0.403,-0.738,-2.09,1.225
86.49,-0.075,0.215,-0.403,-0.738,-2.09,1.225
86.5,-0.095,0.185,-0.403,-0.728,-2.13,1.225
86.51,-0.085,0.175,-0.403,-0.728,-2.14,1.225
86.52,-0.105,0.145,-0.413,-0.738,-2.09,1.235
86.53,-0.085,0.145,-0.413,-0.748,-2.03,1.225
86.54,-0.095,0.115,-0.423,-0.758,-2,1.235
86.55,-0.085,0.125,-0.433,-0.788,-1.99,1.235
86.56,-0.095,0.115,-0.443,-0.808,-1.99,1.245
86.57,-0.075,0.115,-0.443,-0.838,-1.98,1.245
86.58,-0.095,0.115,-0.443,-0.858,-1.94,1.255
86.59,-0.075,0.115,-0.433,-0.878,-1.91,1.265
86.6,-0.085,0.105,-0.443,-0.898,-1.81,1.275
86.61,-0.075,0.115,-0.443,-0.898,-1.75,1.285
86.62,-0.085,0.105,-0.443,-0.888,-1.65,1.295
86.63,-0.075,0.115,-0.443,-0.878,-1.55,1.295
86.64,-0.085,0.115,-0.433,-0.858,-1.48,1.305
86.65,-0.075,0.155,-0.403,-0.828,-1.43,1.305
86.66,-0.085,0.155,-0.393,-0.798,-1.41,1.305
86.67,-0.075,0.195,-0.363,-0.768,-1.42,1.295
86.68,-0.095,0.205,-0.323,-0.728,-1.46,1.285
86.69,-0.075,0.245,-0.273,-0.698,-1.5,1.275
86.7,-0.085,0.235,-0.233,-0.668,-1.52,1.265
86.71,-0.065,0.255,-0.183,-0.648,-1.54,1.245
86.72,-0.085,0.245,-0.153,-0.638,-1.54,1.235
86.73,-0.065,0.265,-0.123,-0.638,-1.55,1.215
86.74,-0.075,0.245,-0.113,-0.628,-1.57,1.195
86.75,-0.055,0.255,-0.093,-0.648,-1.54,1.185
86.76,-0.065,0.235,-0.103,-0.648,-1.49,1.175
86.77,-0.045,0.245,-0.093,-0.668,-1.46,1.155
86.78,-0.065,0.215,-0.103,-0.678,-1.42,1.155
86.79,-0.035,0.205,-0.113,-0.698,-1.37,1.145
86.8,-0.055,0.175,-0.133,-0.728,-1.26,1.145
86.81,-0.035,0.175,-0.153,-0.748,-1.2,1.135
86.82,-0.055,0.145,-0.183,-0.768,-1.14,1.135
86.83,-0.035,0.155,-0.203,-0.788,-1.09,1.125
86.84,-0.045,0.125,-0.253,-0.808,-1.06,1.135
86.85,-0.025,0.135,-0.293,-0.808,-1.08,1.135
86.86,-0.035,0.115,-0.313,-0.828,-1.1,1.135
86.87,-0.015,0.135,-0.313,-0.828,-1.14,1.135
86.88,-0.035,0.115,-0.333,-0.838,-1.16,1.145
86.89,-0.015,0.125,-0.333,-0.848,-1.19,1.145
86.9,-0.035,0.115,-0.343,-0.848,-1.2,1.155
86.91,-0.015,0.135,-0.323,-0.858,-1.19,1.155
86.92,-0.025,0.125,-0.293,-0.858,-1.19,1.155
86.93,-0.005,0.145,-0.253,-0.858,-1.17,1.155
86.94,-0.025,0.155,-0.223,-0.858,-1.17,1.155
86.95,-0.015,0.185,-0.183,-0.858,-1.15,1.155
86.96,-0.025,0.185,-0.163,-0.858,-1.15,1.145
86.97,-0.005,0.215,-0.123,-0.858,-1.1,1.145
86.98,-0.025,0.215,-0.113,-0.848,-0.98,1.145
86.99,-0.005,0.245,-0.103,-0.828,-0.89,1.145
87,-0.025,0.235,-0.103,-0.808,-0.82,1.145
87.01,-0.005,0.255,-0.103,-0.798,-0.75,1.145
87.02,-0.025,0.235,-0.113,-0.768,-0.64,1.145
87.03,-0.005,0.255,-0.123,-0.738,-0.54,1.145
87.04,-0.025,0.235,-0.153,-0.718,-0.45,1.145
87.05,-0.005,0.235,-0.163,-0.708,-0.42,1.155
87.06,-0.025,0.215,-0.183,-0.708,-0.37,1.155
87.07,-0.005,0.215,-0.213,-0.698,-0.32,1.155
87.08,-0.015,0.175,-0.263,-0.708,-0.22,1.155
87.09,-0.005,0.165,-0.293,-0.718,-0.05,1.155
87.1,-0.025,0.135,-0.323,-0.728,0.15,1.155
87.11,-0.015,0.135,-0.343,-0.758,0.4,1.145
87.12,-0.035,0.115,-0.363,-0.778,0.59,1.145
87.13,-0.015,0.115,-0.373,-0.808,0.83,1.145
87.14,-0.025,0.115,-0.373,-0.838,1.1,1.135
87.15,-0.015,0.115,-0.383,-0.858,1.39,1.125
87.16,-0.025,0.115,-0.373,-0.868,1.7,1.125
87.17,-0.015,0.115,-0.363,-0.888,1.95,1.115
87.18,-0.025,0.115,-0.353,-0.888,2.21,1.105
87.19,-0.015,0.115,-0.333,-0.898,2.48,1.105
87.2,-0.025,0.115,-0.333,-0.898,2.76,1.105
87.21,-0.015,0.145,-0.313,-0.898,3.03,1.095
87.22,-0.025,0.145,-0.303,-0.898,3.36,1.095
87.23,-0.015,0.185,-0.293,-0.898,3.64,1.095
87.24,-0.025,0.185,-0.283,-0.898,3.95,1.105
87.25,-0.015,0.225,-0.283,-0.898,4.14,1.105
87.26,-0.035,0.225,-0.283,-0.888,4.27,1.105
87.27,-0.015,0.265,-0.273,-0.888,4.35,1.115
87.28,-0.035,0.275,-0.273,-0.878,4.35,1.125
87.29,-0.015,0.295,-0.263,-0.878,4.3,1.125
87.3,-0.035,0.295,-0.263,-0.868,4.17,1.135
87.31,-0.015,0.325,-0.243,-0.858,3.92,1.135
87.32,-0.045,0.315,-0.233,-0.858,3.55,1.135
87.33,-0.015,0.335,-0.203,-0.858,3.19,1.145
87.34,-0.035,0.325,-0.173,-0.848,2.81,1.145
87.35,-0.015,0.335,-0.133,-0.838,2.47,1.145
87.36,-0.035,0.325,-0.103,-0.838,2.16,1.155
87.37,-0.015,0.335,-0.053,-0.838,1.87,1.155
87.38,-0.035,0.315,-0.033,-0.838,1.59,1.155
87.39,-0.025,0.315,0.007,-0.838,1.31,1.165
87.4,-0.045,0.275,0.017,-0.828,1.05,1.165
87.41,-0.025,0.255,0.037,-0.828,0.82,1.155
87.42,-0.045,0.215,0.057,-0.808,0.6,1.165
87.43,-0.025,0.195,0.077,-0.798,0.4,1.165
87.44,-0.045,0.155,0.087,-0.788,0.22,1.165
87.45,-0.025,0.145,0.097,-0.788,0.08,1.155
87.46,-0.045,0.115,0.107,-0.778,-0.08,1.155
87.47,-0.015,0.115,0.117,-0.768,-0.21,1.155
87.48,-0.045,0.075,0.107,-0.758,-0.28,1.155
87.49,-0.015,0.075,0.117,-0.758,-0.43,1.165
87.5,-0.035,0.055,0.107,-0.758,-0.63,1.165
87.51,-0.015,0.075,0.117,-0.758,-0.8,1.165
87.52,-0.035,0.055,0.107,-0.768,-0.95,1.165
87.53,-0.015,0.065,0.107,-0.788,-1.1,1.165
87.54,-0.035,0.055,0.107,-0.808,-1.2,1.165
87.55,-0.015,0.075,0.107,-0.838,-1.27,1.165
87.56,-0.045,0.065,0.087,-0.858,-1.25,1.165
87.57,-0.025,0.095,0.087,-0.898,-1.36,1.175
87.58,-0.045,0.085,0.067,-0.928,-1.31,1.185
87.59,-0.025,0.115,0.067,-0.968,-1.25,1.195
87.6,-0.045,0.115,0.047,-1.008,-1.3,1.205
87.61,-0.025,0.115,0.027,-1.038,-1.39,1.215
87.62,-0.045,0.115,0.027,-1.058,-1.48,1.225
87.63,-0.025,0.115,0.007,-1.078,-1.54,1.235
87.64,-0.045,0.115,0.007,-1.088,-1.59,1.245
87.65,-0.025,0.115,0.007,-1.098,-1.69,1.275
87.66,-0.035,0.115,-0.003,-1.098,-1.78,1.285
87.67,-0.015,0.115,-0.023,-1.098,-1.86,1.315
87.68,-0.035,0.105,-0.043,-1.088,-1.93,1.335
87.69,-0.015,0.115,-0.043,-1.068,-2.02,1.355
87.7,-0.035,0.095,-0.073,-1.038,-2.1,1.375
87.71,-0.015,0.095,-0.083,-1.008,-2.18,1.395
87.72,-0.035,0.075,-0.093,-0.968,-2.19,1.415
87.73,-0.015,0.085,-0.093,-0.928,-2.19,1.435
87.74,-0.035,0.065,-0.103,-0.878,-2.1,1.445
87.75,-0.015,0.085,-0.103,-0.858,-2.03,1.455
87.76,-0.045,0.075,-0.113,-0.818,-1.96,1.455
87.77,-0.025,0.095,-0.093,-0.778,-1.89,1.465
87.78,-0.045,0.085,-0.103,-0.758,-1.83,1.465
87.79,-0.015,0.115,-0.083,-0.748,-1.83,1.465
87.8,-0.035,0.115,-0.073,-0.738,-1.82,1.465
87.81,-0.015,0.135,-0.033,-0.748,-1.82,1.455
87.82,-0.045,0.125,0.007,-0.758,-1.81,1.445
87.83,-0.025,0.145,0.017,-0.768,-1.82,1.425
87.84,-0.045,0.135,0.037,-0.798,-1.83,1.405
87.85,-0.025,0.145,0.067,-0.828,-1.82,1.385
87.86,-0.045,0.125,0.097,-0.858,-1.78,1.355
87.87,-0.025,0.145,0.117,-0.878,-1.71,1.325
87.88,-0.045,0.125,0.137,-0.898,-1.66,1.295
87.89,-0.025,0.135,0.157,-0.908,-1.65,1.265
87.9,-0.045,0.115,0.167,-0.898,-1.63,1.245
87.91,-0.025,0.115,0.187,-0.888,-1.64,1.215
87.92,-0.045,0.085,0.177,-0.868,-1.63,1.195
87.93,-0.025,0.075,0.177,-0.858,-1.65,1.175
87.94,-0.035,0.055,0.177,-0.818,-1.63,1.155
87.95,-0.015,0.065,0.177,-0.788,-1.59,1.145
87.96,-0.025,0.045,0.167,-0.758,-1.55,1.125
87.97,-0.015,0.055,0.167,-0.738,-1.54,1.115
87.98,-0.035,0.045,0.147,-0.718,-1.52,1.095
87.99,-0.015,0.065,0.137,-0.718,-1.49,1.085
88,-0.035,0.065,0.117,-0.728,-1.43,1.075
88.01,-0.005,0.095,0.117,-0.728,-1.39,1.065
88.02,-0.025,0.115,0.107,-0.748,-1.3,1.055
88.03,-0.005,0.135,0.097,-0.758,-1.22,1.045
88.04,-0.035,0.145,0.087,-0.788,-1.17,1.035
88.05,-0.005,0.195,0.097,-0.828,-1.14,1.035
88.06,-0.025,0.195,0.087,-0.858,-1.13,1.025
88.07,-0.015,0.225,0.087,-0.898,-1.1,1.025
88.08,-0.025,0.225,0.087,-0.928,-1.08,1.025
88.09,-0.005,0.235,0.107,-0.968,-1.02,1.015
88.1,-0.015,0.215,0.107,-0.998,-0.97,1.015
88.11,-0.005,0.235,0.127,-1.018,-0.94,1.015
88.12,-0.015,0.215,0.137,-1.038,-0.91,1.025
88.13,0.005,0.205,0.147,-1.058,-0.87,1.025
88.14,-0.015,0.165,0.147,-1.088,-0.82,1.025
88.15,0.005,0.145,0.167,-1.108,-0.78,1.035
88.16,-0.015,0.115,0.167,-1.138,-0.72,1.035
88.17,0.015,0.085,0.167,-1.168,-0.66,1.045
88.18,-0.015,0.035,0.167,-1.188,-0.56,1.045
88.19,0.005,0.035,0.167,-1.208,-0.45,1.055
88.2,-0.015,-0.005,0.157,-1.228,-0.38,1.055
88.21,0.005,-0.035,0.157,-1.248,-0.36,1.055
88.22,-0.015,-0.085,0.157,-1.258,-0.3,1.065
88.23,0.005,-0.105,0.167,-1.268,-0.27,1.065
88.24,-0.005,-0.135,0.157,-1.268,-0.26,1.065
88.25,0.005,-0.155,0.167,-1.268,-0.25,1.075
88.26,-0.015,-0.195,0.167,-1.248,-0.25,1.075
88.27,0.005,-0.185,0.167,-1.228,-0.28,1.085
88.28,-0.005,-0.205,0.177,-1.228,-0.32,1.095
88.29,0.005,-0.195,0.187,-1.208,-0.34,1.105
88.3,-0.005,-0.205,0.187,-1.188,-0.36,1.115
88.31,0.005,-0.185,0.197,-1.178,-0.37,1.135
88.32,-0.015,-0.195,0.207,-1.158,-0.38,1.155
88.33,0.005,-0.175,0.227,-1.158,-0.37,1.165
88.34,-0.015,-0.175,0.217,-1.148,-0.33,1.195
88.35,0.005,-0.145,0.227,-1.148,-0.3,1.215
88.36,-0.015,-0.145,0.227,-1.138,-0.21,1.235
88.37,0.005,-0.105,0.237,-1.138,-0.14,1.255
88.38,-0.015,-0.085,0.237,-1.118,0,1.275
88.39,0.005,-0.035,0.247,-1.108,0.17,1.285
88.4,-0.015,-0.005,0.237,-1.088,0.38,1.305
88.41,0.005,0.045,0.237,-1.058,0.56,1.315
88.42,-0.015,0.075,0.237,-1.028,0.76,1.315
88.43,0.005,0.115,0.237,-0.978,0.95,1.315
88.44,-0.015,0.155,0.227,-0.938,1.16,1.315
88.45,0.005,0.215,0.237,-0.908,1.34,1.305
88.46,-0.015,0.245,0.227,-0.858,1.54,1.305
88.47,-0.005,0.295,0.227,-0.828,1.68,1.295
88.48,-0.015,0.305,0.217,-0.798,1.88,1.285
88.49,-0.005,0.345,0.227,-0.788,2.04,1.285
88.5,-0.015,0.335,0.217,-0.778,2.25,1.275
88.51,-0.005,0.355,0.217,-0.778,2.47,1.265
88.52,-0.025,0.345,0.207,-0.768,2.72,1.265
88.53,-0.005,0.355,0.197,-0.758,2.83,1.265
88.54,-0.015,0.335,0.187,-0.758,2.94,1.265
88.55,0.005,0.335,0.187,-0.758,3,1.255
88.56,-0.015,0.295,0.177,-0.748,3.04,1.255
88.57,0.005,0.285,0.167,-0.748,3.04,1.245
88.58,-0.015,0.225,0.157,-0.738,3.03,1.235
88.59,0.005,0.205,0.167,-0.728,3,1.215
88.6,-0.015,0.155,0.147,-0.718,2.97,1.195
88.61,0.005,0.095,0.157,-0.718,2.88,1.175
88.62,-0.005,0.035,0.147,-0.708,2.76,1.165
88.63,0.015,0.015,0.147,-0.698,2.67,1.155
88.64,-0.005,-0.045,0.147,-0.688,2.55,1.145
88.65,0.015,-0.085,0.147,-0.688,2.42,1.145
88.66,-0.005,-0.145,0.137,-0.678,2.25,1.145
88.67,0.005,-0.165,0.147,-0.698,2.07,1.145
88.68,-0.005,-0.215,0.137,-0.688,1.93,1.145
88.69,0.015,-0.235,0.147,-0.708,1.78,1.145
88.7,-0.005,-0.265,0.147,-0.728,1.66,1.145
88.71,0.015,-0.255,0.147,-0.798,1.54,1.145
88.72,-0.005,-0.265,0.147,-0.858,1.43,1.145
88.73,0.015,-0.225,0.167,-0.928,1.34,1.135
88.74,-0.005,-0.195,0.177,-0.988,1.23,1.135
88.75,0.015,-0.135,0.207,-1.048,1.11,1.125
88.76,-0.005,-0.085,0.227,-1.088,0.95,1.125
88.77,0.015,-0.005,0.257,-1.118,0.78,1.115
88.78,-0.005,0.035,0.287,-1.148,0.63,1.105
88.79,0.015,0.105,0.327,-1.148,0.51,1.095
88.8,-0.015,0.115,0.357,-1.148,0.37,1.085
88.81,-0.005,0.165,0.397,-1.128,0.18,1.075
88.82,-0.015,0.175,0.437,-1.098,0.06,1.075
88.83,0.005,0.215,0.487,-1.058,-0.08,1.065
88.84,-0.015,0.205,0.517,-1.008,-0.19,1.065
88.85,0.005,0.215,0.567,-0.968,-0.25,1.055
88.86,-0.015,0.195,0.597,-0.938,-0.31,1.055
88.87,0.005,0.215,0.637,-0.908,-0.34,1.055
88.88,-0.015,0.185,0.657,-0.888,-0.38,1.055
88.89,0.005,0.165,0.687,-0.888,-0.38,1.055
88.9,-0.005,0.125,0.687,-0.878,-0.43,1.055
88.91,0.005,0.115,0.687,-0.888,-0.55,1.055
88.92,-0.005,0.065,0.687,-0.888,-0.66,1.055
88.93,0.015,0.045,0.697,-0.908,-0.78,1.055
88.94,-0.005,0.005,0.687,-0.918,-0.89,1.055
88.95,0.005,0.015,0.687,-0.938,-1.03,1.055
88.96,-0.005,-0.005,0.677,-0.968,-1.14,1.045
88.97,0.015,-0.005,0.657,-0.998,-1.24,1.045
88.98,-0.005,-0.035,0.617,-1.028,-1.36,1.045
88.99,0.015,-0.025,0.577,-1.058,-1.47,1.045
89,-0.005,-0.055,0.527,-1.078,-1.55,1.045
89.01,0.015,-0.055,0.487,-1.108,-1.65,1.045
89.02,-0.005,-0.075,0.447,-1.108,-1.76,1.045
89.03,0.015,-0.055,0.417,-1.118,-1.86,1.045
89.04,-0.005,-0.045,0.377,-1.108,-1.93,1.055
89.05,0.015,-0.015,0.347,-1.108,-1.98,1.065
89.06,-0.005,-0.005,0.307,-1.088,-2.02,1.065
89.07,0.015,0.015,0.287,-1.068,-2.07,1.075
89.08,-0.005,0.015,0.247,-1.048,-2.11,1.085
89.09,0.015,0.045,0.227,-1.028,-2.16,1.095
89.1,-0.005,0.035,0.207,-1.008,-2.19,1.095
89.11,0.015,0.065,0.197,-1.008,-2.22,1.105
89.12,-0.005,0.055,0.187,-0.988,-2.25,1.115
89.13,0.015,0.075,0.187,-0.998,-2.26,1.115
89.14,-0.005,0.055,0.177,-1.008,-2.24,1.115
89.15,0.015,0.065,0.177,-1.038,-2.25,1.105
89.16,-0.005,0.055,0.177,-1.068,-2.26,1.105
